Status,Laptop,Brand,Model,CPU,GPU,RAM,Storage,Storage type,Screen,Touch,CPU Score,GPU Score
New,Vant Edge,Vant,Edge,Intel Core i7-10510U,Integrated,16,500,SSD,14.0,0,6492,4
New,Vant Moove3-14,Vant,Moove,Intel Core i5-1135G7,Intel Iris Xe,8,500,SSD,14.0,0,9564,4
Refurbished,ASUS Chromebook C433TA-AJ0336,Asus,Chromebook,Intel Core m3-8100Y,Integrated,8,64,eMMC,14.0,1,2778,4
Refurbished,ASUS F415EA-EK113T,Asus,F415EA,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,14.0,0,5934,4
Refurbished,ASUS F515EA-BQ131T,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
Refurbished,ASUS F515EA-BQ1765W,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
Refurbished,ASUS F515EA-BQ2036W,Asus,F515,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
Refurbished,ASUS F515EA-BQ2037W,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
Refurbished,ASUS F515EA-EJ2198W,Asus,F515,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
Refurbished,ASUS F515JA-BQ2315W,Asus,F515,Intel Core i5-1035G1,Integrated,8,512,SSD,15.6,0,7233,4
Refurbished,ASUS P1411CEA-BV688X,Asus,G7,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,14.0,0,9564,4
Refurbished,ASUS P1511CEA-BR1797X,Asus,BR,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
Refurbished,ASUS ROG Flow Z13 2022 GZ301ZE-LD219W,Asus,ROG,Intel Core i9-12900H,RTX 3050,16,1000,SSD,13.4,1,27500,9466
Refurbished,ASUS ROG Strix G15 G513IC-HN004W,Asus,ROG,AMD Ryzen 7 4800H,RTX 3050,16,512,SSD,15.6,0,18279,9466
Refurbished,ASUS ROG Strix G15 G513RS-HQ018W,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3080,32,1000,SSD,15.6,0,24406,25128
Refurbished,ASUS ROG Strix G17 G713RM-LL009,Asus,ROG,AMD Ryzen 7 6800H,RTX 3060,32,1000,SSD,17.3,0,23136,16840
Refurbished,ASUS ROG Strix G17 G713RW-LL009,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3070,32,1000,SSD,17.3,0,24406,22238
Refurbished,ASUS ROG Strix G17 G713RW-LL088,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3070,32,1000,SSD,17.3,0,24406,22238
Refurbished,ASUS ROG Strix SCAR 17 G733ZW-LL103W,Asus,ROG,Intel Core i9-12900H,RTX 3070,32,1000,SSD,17.3,0,27500,22238
Refurbished,ASUS ROG Zephyrus Duo 16 GX650RX-LO162W,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3080,64,4000,SSD,16.0,0,24406,25128
Refurbished,ASUS ROG Zephyrus G15 GA503QM-HQ019T,Asus,ROG,AMD Ryzen 9 5900HS,RTX 3060,32,1000,SSD,15.6,0,21395,16840
Refurbished,ASUS ROG Zephyrus G15 GA503RS-HB054W,Asus,ROG,AMD Ryzen 9 6900HS,RTX 3080,32,1000,SSD,15.6,0,23237,25128
Refurbished,ASUS ROG Zephyrus M16 GU603ZX-K8017W,Asus,ROG,Intel Core i9-12900H,RTX 3080,32,2000,SSD,16.0,0,27500,25128
Refurbished,ASUS TUF Gaming A15 FA507RM-HN003,Asus,TUF,AMD Ryzen 7 6800H,RTX 3060,16,1000,SSD,15.6,0,23136,16840
Refurbished,ASUS TUF Gaming F15 FX506HEB-HN187,Asus,TUF,Intel Core i5-11400H,RTX 3050,16,512,SSD,15.6,0,15398,9466
Refurbished,ASUS TUF Gaming F17 FX706HM-HX059,Asus,TUF,Intel Core i7-11800H,RTX 3060,32,1000,SSD,17.3,0,20086,16840
Refurbished,ASUS VivoBook 15 K513EA-BQ1791T,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
Refurbished,ASUS VivoBook F1500EA-EJ2647,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
Refurbished,ASUS Vivobook 15 K513EA-BQ1791,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
Refurbished,ASUS ZenBook 14 UM425QA-KI174W,Asus,ZenBook,AMD Ryzen 7 5800H,Integrated,16,512,SSD,14.0,0,20856,4
Refurbished,ASUS Zenbook 14 UM425UAZ-AM008T,Asus,ZenBook,AMD Ryzen 7 5700U,Radeon Vega 8,16,512,SSD,14.0,0,15676,4
Refurbished,Acer Aspire 3 A315-23-R90Q,Acer,Aspire,AMD Ryzen 7 3700U,Integrated,8,512,SSD,15.6,0,7099,4
Refurbished,Acer Aspire 3 A315-34-C92E,Acer,Aspire,Intel Celeron N4020,Intel UHD Graphics 600,4,128,SSD,15.6,0,1546,4
Refurbished,Acer Aspire 3 A315-56-304W,Acer,Aspire,Intel Core i3-1005G1,Integrated,8,256,SSD,15.6,0,4864,4
Refurbished,Acer Aspire 3 A315-56-52KD,Acer,Aspire,Intel Core i5-1035G1,Integrated,12,512,SSD,15.6,0,7233,4
Refurbished,Acer Aspire 3 A315-56-57QZ,Acer,Aspire,Intel Core i5-1035G1,Integrated,12,512,SSD,15.6,0,7233,4
Refurbished,Acer Aspire 3 A315-56-58CJ,Acer,Aspire,Intel Core i5-1035G1,Integrated,12,256,SSD,15.6,0,7233,4
Refurbished,Acer Aspire 3 A315-56-75WC,Acer,Aspire,Intel Core i7-1065G7,Integrated,8,512,SSD,15.6,0,8205,4
Refurbished,Acer Aspire 3 A315-58-39L1,Acer,Aspire,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Acer Aspire 3 A315-59-56GV,Acer,Aspire,Intel Core i5-1235U,Intel Iris Xe,8,512,SSD,15.6,0,12993,4
Refurbished,Acer Aspire 5 A514-53-37D2,Acer,Aspire,Intel Core i3-1005G1,Integrated,8,512,SSD,14.0,0,4864,4
Refurbished,Acer Aspire 5 A515-54-735N,Acer,Aspire,Intel Core i7-10510U,Integrated,8,512,SSD,15.6,0,6492,4
Refurbished,Acer Chromebook 314 CB314-1HT-C2D1,Acer,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,8,128,eMMC,14.0,1,1546,4
Refurbished,Acer Chromebook 315,Acer,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,8,128,eMMC,15.6,0,1546,4
Refurbished,Acer ConceptD 3 CN316-73G-75GM,Acer,ConceptD,Intel Core i7-11800H,RTX 3050,16,512,SSD,16.0,0,20086,9466
Refurbished,Acer Extensa 15 EX215-52-78J5,Acer,Extensa,Intel Core i7-1065G7,Integrated,8,512,SSD,15.6,0,8205,4
Refurbished,Acer Nitro 5 AN515-44-R9E2,Acer,Nitro,AMD Ryzen 7 4800H,GTX 1650,16,512,SSD,15.6,0,18279,7878
Refurbished,Acer Nitro 5 AN515-55-598S,Acer,Nitro,Intel Core i5-10300H,GTX 1650,8,256,SSD,15.6,0,8283,7878
Refurbished,Acer Nitro 5 AN515-55-72GW,Acer,Nitro,Intel Core i7-10750H,GTX 1650,16,512,SSD,15.6,0,11662,7878
Refurbished,Acer Nitro 5 AN515-57-505V,Acer,Nitro,Intel Core i5-11400H,RTX 3050,16,512,SSD,15.6,0,15398,9466
Refurbished,Acer Nitro 5 AN515-57-73QK,Acer,Nitro,Intel Core i7-11800H,RTX 3050,16,512,SSD,15.6,0,20086,9466
Refurbished,Acer Nitro 5 AN515-57-75M9,Acer,Nitro,Intel Core i7-11800H,RTX 3050,16,512,SSD,15.6,0,20086,9466
Refurbished,Acer Nitro 5 AN515-58-730H,Acer,Nitro,Intel Core i7-12700H,RTX 3060,16,1000,SSD,15.6,0,25766,16840
Refurbished,Acer Nitro 5 AN517-41-R37U,Acer,Nitro,AMD Ryzen 7 5800H,RTX 3070,16,1000,SSD,17.3,0,20856,22238
Refurbished,Acer Nitro 5 AN517-52-73SP,Acer,Nitro,Intel Core i7-10750H,RTX 3060,16,1000,SSD,17.3,0,11662,16840
Refurbished,Acer Porsche Design Book RS AP714-51T,Acer,Book,Intel Evo Core i5-1135G7,Intel Iris Xe,8,512,SSD,14.0,1,9564,4
Refurbished,Acer Predator Helios 300 PH315-53-72T7,Acer,Predator,Intel Core i7-10750H,RTX 3060,16,1000,SSD,15.6,0,11662,16840
Refurbished,Acer Predator Helios 300 PH315-54-76XV,Acer,Predator,Intel Core i7-11800H,RTX 3060,16,1000,SSD,15.6,0,20086,16840
Refurbished,Acer Predator Helios 300 PH315-54-784L,Acer,Predator,Intel Core i7-11800H,RTX 3070,32,1000,SSD,15.6,0,20086,22238
Refurbished,Acer Predator Triton 500 SE PT516-51s-74PZ,Acer,Predator,Intel Core i7-11800H,RTX 3060,32,1000,SSD,16.0,0,20086,16840
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i3-1000NG4,Integrated,8,256,SSD,13.3,0,3545,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i3-1000NG4,Integrated,8,256,SSD,13.3,0,3545,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i3-1000NG4,Integrated,8,256,SSD,13.3,0,3545,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-8210Y,Integrated,8,128,SSD,13.3,0,2738,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Integrated,8,256,SSD,13.3,0,5604,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-8210Y,Integrated,8,128,SSD,13.3,0,2738,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-8210Y,Integrated,8,128,SSD,13.3,0,2738,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Integrated,8,256,SSD,13.3,0,5604,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Integrated,8,256,SSD,13.3,0,5604,4
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Integrated,8,512,SSD,13.3,0,5604,4
Refurbished,Apple MacBook Air i5,Apple,MacBook Air,Intel Core i5-5250U,Integrated,4,256,SSD,13.3,0,2447,4
Refurbished,Apple MacBook,Apple,Macbook,Intel Core M3,Integrated,8,256,SSD,12.0,0,2178,4
Refurbished,Apple MacBook Pro 2021,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Integrated,16,1000,SSD,14.2,0,21899,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Integrated,16,1000,SSD,16.2,0,21899,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Integrated,16,1000,SSD,16.2,0,21899,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Integrated,16,512,SSD,14.2,0,21899,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Integrated,32,1000,SSD,14.2,0,21899,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 8 Core 3200 MHz,Integrated,16,1000,SSD,13.3,0,14145,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 8 Core 3200 MHz,Integrated,8,256,SSD,13.3,0,14145,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Integrated,8,128,SSD,13.3,0,7443,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Integrated,8,128,SSD,13.3,0,7443,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Integrated,8,256,SSD,13.3,0,7505,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Integrated,8,256,SSD,13.3,0,7505,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Integrated,8,256,SSD,13.3,0,7505,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Integrated,8,512,SSD,13.3,0,7505,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Integrated,8,512,SSD,13.3,0,7505,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-1038NG7,Integrated,16,1000,SSD,13.3,0,8838,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-1038NG7,Integrated,16,1000,SSD,13.3,0,8838,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-1038NG7,Integrated,16,512,SSD,13.3,0,8838,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Integrated,8,256,SSD,13.3,0,7443,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Integrated,8,256,SSD,13.3,0,7443,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Integrated,8,512,SSD,13.3,0,7443,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Integrated,8,512,SSD,13.3,0,7443,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i7-8750H,Integrated,16,256,SSD,15.4,0,9837,4
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i9-8950HK,Radeon RX 560X,16,512,SSD,15.4,0,10387,3168
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i9-8950HK,Radeon RX 560X,16,512,SSD,15.4,0,10387,3168
Refurbished,Apple MacBook Pro Touch Bar,Apple,MacBook Pro,Intel Core i7-1068NG7,Integrated,16,1000,SSD,13.3,0,9315,4
Refurbished,Apple Macbook Air,Apple,MacBook Air,Apple M2 8 Core 3500 MHz,Integrated,8,256,SSD,13.6,0,15648,4
Refurbished,Apple Macbook Pro Intel Core i9/32GB,Apple,MacBook Pro,Intel Core i9-9980HK,Radeon Pro 5500M,32,2000,SSD,16.0,0,14012,6723
Refurbished,Asus Chromebook 14 C424MA-EB0088,Asus,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,8,64,eMMC,14.0,0,1546,4
Refurbished,Asus E510MA-BQ509TS,Asus,E510,Intel Celeron N4020,Intel UHD Graphics 600,4,128,eMMC,15.6,0,1546,4
Refurbished,Asus ExpertBook B1 B1500CEAE-EJ0609T,Asus,ExpertBook,Intel Core i5-1135G7,Intel Iris Xe,8,1000,SSD,15.6,0,9564,4
Refurbished,Asus ExpertBook L1500CDA-EJ0480R,Asus,ExpertBook,AMD Ryzen 3 3250U,Integrated,8,256,SSD,15.6,0,3748,4
Refurbished,Asus F415JA-EK395,Asus,F415,Intel Core i5-1035G1,Integrated,8,512,SSD,14.0,0,7233,4
Refurbished,Asus F515JA-BQ1126T,Asus,F515,Intel Core i7-1065G7,Integrated,8,512,SSD,15.6,0,8205,4
Refurbished,Asus P1411CJA-BV377R,Asus,P1411,Intel Core i5-1035G1,Integrated,8,256,SSD,14.0,0,7233,4
Refurbished,Asus ROG Flow X13 GV301QH-K5254T,Asus,ROG,AMD Ryzen 9 5980HS,RTX 3080,32,1000,SSD,13.4,1,20443,25128
Refurbished,Asus ROG G513QM-HF026,Asus,ROG,AMD Ryzen 7 5800H,RTX 3060,16,1000,SSD,15.6,0,20856,16840
Refurbished,Asus ROG G513QM-HF246,Asus,ROG,AMD Ryzen 7 5800H,RTX 3060,16,1000,SSD,15.6,0,20856,16840
Refurbished,Asus ROG G513QM-HF326,Asus,ROG,AMD Ryzen 9 5900HX,RTX 3060,16,1000,SSD,15.6,0,22369,16840
Refurbished,Asus ROG Strix G15 G512LW-HN038,Asus,ROG,Intel Core i7-10750H,RTX 2070,16,512,SSD,15.6,0,11662,16101
Refurbished,Asus ROG Strix SCAR 15 G533QS-HF009T,Asus,ROG,AMD Ryzen 9 5900HX,RTX 3080,32,1000,SSD,15.6,0,22369,25128
Refurbished,Asus ROG Strix SCAR 17 G733QR-K4008T,Asus,ROG,AMD Ryzen 9 5900HX,RTX 3070,32,1000,SSD,17.3,0,22369,22238
Refurbished,Asus ROG Zephyrus G14 GA401II-HE004,Asus,ROG,AMD Ryzen 7 4800HS,GTX 1650,16,1000,SSD,14.0,0,18128,7878
Refurbished,Asus ROG Zephyrus G14 GA401II-HE004T,Asus,ROG,AMD Ryzen 7 4800HS,GTX 1650,16,1000,SSD,14.0,0,18128,7878
Refurbished,Asus ROG Zephyrus G14 GA401IU-HA134T,Asus,ROG,AMD Ryzen 9 4900HS,GTX 1660,16,1000,SSD,14.0,0,18880,11659
Refurbished,Asus ROG Zephyrus G14 GA402RK-L8150W,Asus,ROG,AMD Ryzen 9 6900HS,RX 6800S,32,1000,SSD,14.0,0,23237,15816
Refurbished,Asus ROG Zephyrus S17 GX701LXS-HG032T,Asus,ROG,Intel Core i7-10875H,RTX 2080,32,1000,SSD,17.3,0,14676,18750
Refurbished,Asus ROG Zephyrus S17 GX703HS-KF015T,Asus,ROG,Intel Core i9-11900H,RTX 3080,32,3000,SSD,17.3,0,20244,25128
Refurbished,Asus Rog Strix G15 G512LU-HN161,Asus,ROG,Intel Core i7-10750H,GTX 1660,16,1000,SSD,15.6,0,11662,11659
Refurbished,Asus Rog Strix G15 G512LV-HN221,Asus,ROG,Intel Core i7-10870H,RTX 2060,16,1000,SSD,15.6,0,14215,14116
Refurbished,Asus Rog Strix G15 G513QR-HF010T,Asus,ROG,AMD Ryzen 7 5800H,RTX 3070,16,1000,SSD,15.6,0,20856,22238
Refurbished,Asus Rog Strix G15 G513QR-HF120,Asus,ROG,AMD Ryzen 7 5800H,RTX 3070,32,1000,SSD,15.6,0,20856,22238
Refurbished,Asus Rog Strix G17 G713QR-HG053,Asus,ROG,AMD Ryzen 9 5900HX,RTX 3070,32,1000,SSD,17.3,0,22369,22238
Refurbished,Asus Rog Strix G531GT-BQ165,Asus,ROG,Intel Core i7-9750H,GTX 1650,16,512,SSD,15.6,0,10705,7878
Refurbished,Asus Rog Strix G731GW-EV178,Asus,ROG,Intel Core i7-9750H,RTX 2070,32,1000,SSD,17.3,0,10705,16101
Refurbished,Asus Rog Strix SCAR 17 G732LXS-HG066T,Asus,ROG,Intel Core i9-10980HK,RTX 2080,32,1000,SSD,17.3,0,15239,18750
Refurbished,Asus Rog Strix SCAR 17 G733QS-K4170T,Asus,ROG,AMD Ryzen 9 5900HX,RTX 3080,64,1000,SSD,17.3,0,22369,25128
Refurbished,Asus Rog Strix SCAR17 G732LXS-HG014T,Asus,ROG,Intel Core i7-10875H,RTX 2080,32,1000,SSD,17.3,0,14676,18750
Refurbished,Asus Rog Strix Scar17 G732LWS-HG053T,Asus,ROG,Intel Core i9-10980HK,RTX 2070,32,1000,SSD,17.3,0,15239,16101
Refurbished,Asus Rog Zephyrus G14 GA401IU-HE002,Asus,ROG,AMD Ryzen 7 4800HS,GTX 1660 Ti,16,1000,SSD,14.0,0,18128,12907
Refurbished,Asus Rog Zephyrus G15 GA502IV-HN024,Asus,ROG,AMD Ryzen 7 4800HS,RTX 2060,16,1000,SSD,15.6,0,18128,14116
Refurbished,Asus Rog Zephyrus M15 GU502LV-AZ057T,Asus,ROG,Intel Core i7-10750H,RTX 2060,16,512,SSD,15.6,0,11662,14116
Refurbished,Asus Rog Zephyrus M15 GU502LW-HN071T,Asus,ROG,Intel Core i7-10750H,RTX 2070,16,1000,SSD,15.6,0,11662,16101
Refurbished,Asus Rog Zephyrus S GX701GWR-H6063T,Asus,ROG,Intel Core i7-9750H,RTX 2070,16,512,SSD,17.3,0,10705,16101
Refurbished,Asus TUF Dash F15 FX516PM-HN023,Asus,TUF,Intel Core i7-11370H,RTX 3060,16,512,SSD,15.6,0,11646,16840
Refurbished,Asus TUF Dash F15 FX516PM-HN024,Asus,TUF,Intel Core i7-11370H,RTX 3060,16,1000,SSD,15.6,0,11646,16840
Refurbished,Asus TUF Gaming A15 FA506IV-HN337,Asus,TUF,AMD Ryzen 7 4800H,RTX 2060,16,1000,SSD,15.6,0,18279,14116
Refurbished,Asus TUF Gaming A15 FA506QM-HN005,Asus,TUF,AMD Ryzen 7 5800H,RTX 3060,16,1000,SSD,15.6,0,20856,16840
Refurbished,Asus TUF Gaming A15 FA507RR-HN003,Asus,TUF,AMD Ryzen 7 6800H,RTX 3070,16,1000,SSD,15.6,0,23136,22238
Refurbished,Asus TUF Gaming A17 FA706QM-HX001,Asus,TUF,AMD Ryzen 7 5800H,RTX 3060,16,1000,SSD,17.3,0,20856,16840
Refurbished,Asus TUF Gaming F15 FX506LH-BQ116,Asus,TUF,Intel Core i7-10870H,GTX 1650,16,1000,SSD,15.6,0,14215,7878
Refurbished,Asus TUF Gaming F15 FX506LH-HN129,Asus,TUF,Intel Core i7-10870H,GTX 1650,16,512,SSD,15.6,0,14215,7878
Refurbished,Asus TUF Gaming F15 FX506LH-HN129T,Asus,TUF,Intel Core i7-10870H,GTX 1650,16,512,SSD,15.6,0,14215,7878
Refurbished,Asus TUF Gaming FX505DV-AL014,Asus,TUF,AMD Ryzen 7 3750H,RTX 2060,16,512,SSD,15.6,0,8046,14116
Refurbished,Asus TUF Gaming FX505DV-AL116,Asus,TUF,AMD Ryzen 7 3750H,RTX 2060,16,1000,SSD,15.6,0,8046,14116
Refurbished,Asus Tuf Gaming A15 FA506II-BQ029,Asus,TUF,AMD Ryzen 7 4800H,GTX 1650,16,1000,SSD,15.6,0,18279,7878
Refurbished,Asus Tuf Gaming A15 FA506IU-HN278,Asus,TUF,AMD Ryzen 7 4800H,GTX 1660,16,1000,SSD,15.6,0,18279,11659
Refurbished,Asus VivoBook 14 M413DA-EB462,Asus,VivoBook,AMD Ryzen 7 3700U,Integrated,8,512,SSD,14.0,0,7099,4
Refurbished,Asus VivoBook 15 F515JA-EJ066,Asus,VivoBook,Intel Core i3-1005G1,Integrated,8,256,SSD,15.6,0,4864,4
Refurbished,Asus VivoBook 15 OLED K513EA-L12437T,Asus,VivoBook,Intel Core i7-1165G7,Intel Iris Xe,12,512,SSD,15.6,0,10011,4
Refurbished,Asus VivoBook 15 X513EA-BQ003T,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
Refurbished,Asus VivoBook 15 X513EA-BQ004T,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
Refurbished,Asus VivoBook S14 S433EA-EB1149T,Asus,VivoBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,14.0,0,10011,4
Refurbished,Asus VivoBook S15 S533EA-BN246T,Asus,VivoBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
Refurbished,Asus VivoBook S433EA-AM423T,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,14.0,0,9564,4
Refurbished,Asus VivoBook S433EQ-EB048T,Asus,VivoBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,14.0,0,10011,4
Refurbished,Asus ZenBook 14 UX425EA-BM020T,Asus,ZenBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,14.0,0,10011,4
Refurbished,Asus ZenBook Flip S 13 UX371EA-HL259T,Asus,ZenBook,Intel Evo Core i7-1165G7,Intel Iris Xe,16,512,SSD,13.3,1,10011,4
Refurbished,Asus Zenbook 14 UM425IA-AM006T,Asus,ZenBook,AMD Ryzen 7 4700U,Integrated,16,512,SSD,14.0,0,13232,4
Refurbished,Asus Zenbook 14 UM431DA-AM011R AMD Ryzen R5 3500U,Asus,ZenBook,AMD Ryzen 5 3500U,Integrated,8,512,SSD,14.0,0,6868,4
Refurbished,Asus Zenbook 14 UX425EA-HM165T,Asus,ZenBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,14.0,0,10011,4
Refurbished,Asus Zenbook 14 UX425EA-KI359T,Asus,ZenBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,14.0,0,10011,4
Refurbished,Dell Latitude 3400,Dell,Latitude,Intel Core i5-8265U,Integrated,8,256,SSD,14.0,0,5861,4
Refurbished,Dell Latitude 5480,Dell,Latitude,Intel Core i5-7300U,Integrated,8,256,SSD,14.0,0,3640,4
Refurbished,Dell Latitude 5490,Dell,Latitude,Intel Core i5-8250U,Integrated,8,256,SSD,14.0,0,5821,4
Refurbished,Dell Latitude E5470,Dell,Latitude,Intel Core i5-6300U,Integrated,8,240,SSD,14.0,0,3214,4
Refurbished,Dell Latitude E5550,Dell,Latitude,Intel Core i5-5300U,Integrated,8,128,SSD,15.6,0,2713,4
Refurbished,Dell Latitude E7470,Dell,Latitude,Intel Core i5-6300U,Integrated,16,256,SSD,14.0,0,3214,4
Refurbished,Dell Latitude E7470,Dell,Latitude,Intel Core i5-6300U,Integrated,8,256,SSD,14.0,0,3214,4
Refurbished,Dell Vostro 3515,Dell,Vostro,AMD Ryzen 5 3450U,Integrated,8,256,SSD,15.6,0,6699,4
Refurbished,Dell Vostro 5301,Dell,Vostro,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,13.3,0,9564,4
Refurbished,Dell Vostro 5301,Dell,Vostro,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,13.3,0,9564,4
Refurbished,Dell Vostro 5502,Dell,Vostro,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
Refurbished,Dell XPS 13 9300,Dell,XPS,Intel Core i5-1035G1,Integrated,8,512,SSD,13.4,0,7233,4
Refurbished,Dell XPS 7390,Dell,XPS,Intel Core i7-10510U,Integrated,16,512,SSD,13.3,0,6492,4
Refurbished,Dynabook Toshiba Satellite Pro C50-G-10S,Dynabook Toshiba,Satellite Pro,Intel Core i7-10510U,Integrated,8,256,SSD,15.6,0,6492,4
Refurbished,Dynabook Toshiba Satellite Pro C50-H-114,Dynabook Toshiba,Satellite Pro,Intel Core i7-1065G7,Integrated,8,512,SSD,15.6,0,8205,4
Refurbished,Dynabook Toshiba Tecra A40-J-17N,Dynabook Toshiba,Tecra,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,14.0,0,9564,4
Refurbished,Gigabyte A7 X1-CES1130SH,Gigabyte,A7,AMD Ryzen 9 5900HX,RTX 3070,16,512,SSD,17.3,0,22369,22238
Refurbished,Gigabyte AERO 15 OLED KC-8ES5130VP,Gigabyte,Aero,Intel Core i7-10870H,RTX 3060,16,512,SSD,15.6,0,14215,16840
Refurbished,Gigabyte AERO 15 OLED KD-72ES624SP,Gigabyte,Aero,Intel Core i7-11800H,RTX 3060,16,1000,SSD,15.6,0,20086,16840
Refurbished,Gigabyte AERO 15 OLED WB-8ES5130SD,Gigabyte,Aero,Intel Core i7-10875H,RTX 2070,16,512,SSD,15.6,0,14676,16101
Refurbished,Gigabyte AERO 15 OLED WB-9ES5150SP,Gigabyte,Aero,Intel Core i9-10980HK,RTX 2070,16,1000,SSD,15.6,0,15239,16101
Refurbished,Gigabyte AERO 15 OLED XA-7ES5130SD,Gigabyte,Aero,Intel Core i7-9750H,RTX 2070,16,512,SSD,15.6,0,10705,16101
Refurbished,Gigabyte AERO 15 OLED XD-73ES624SR,Gigabyte,Aero,Intel Core i7-11800H,RTX 3070,16,1000,SSD,15.6,0,20086,22238
Refurbished,Gigabyte AERO 15 OLED XD-73ES644SP,Gigabyte,Aero,Intel Core i7-11800H,RTX 3070,32,1000,SSD,15.6,0,20086,22238
